Full Name,Date of Birth,Nationality,Gender,Marital Status,Occupation,Employer,Years with Employer,Residential Address,Phone Number,Email,Account Type,Account Number,Currency,Annual Salary (CHF),Monthly Rental Income (CHF),Total Assets (CHF),Total Deposits (CHF),Total Withdrawals (CHF),Active Loans,Banking Products Used,Source of Wealth,Investment Knowledge,Investment Objective,Risk Profile,Compliance Notes,PEP Status,Sanctions Check,AML Risk,Geographical Risk,bu_name,pc_segment,client portfolio,RM,Story of Wealth,Affluence
Nicole Rogers,1968-06-15,LI,Male,Widowed,"Accountant, chartered certified",Davis Ltd,20,"3892 Morgan Ford, Jacobborough, MA 17952",(469)606-5280,alyssa21@example.org,Savings and Investment,LWKT12150457250071,CHF,83864.4,4891.24,1036153.4,227109.8,254358.08,0,"['Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Aggressive Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,Medium,High,CH,EAM,"[{'Stock': 'SPY', 'Shares Owned': 384, 'Allocation (%)': 19.4}, {'Stock': 'INTC', 'Shares Owned': 123, 'Allocation (%)': 64.34}, {'Stock': 'GLD', 'Shares Owned': 493, 'Allocation (%)': 6.97}, {'Stock': 'Novartis', 'Shares Owned': 318, 'Allocation (%)': 1.3}, {'Stock': 'ADBE', 'Shares Owned': 406, 'Allocation (%)': 2.14}, {'Stock': 'MSFT', 'Shares Owned': 425, 'Allocation (%)': 1.19}, {'Stock': 'BND', 'Shares Owned': 416, 'Allocation (%)': 1.38}, {'Stock': 'ETH', 'Shares Owned': 104, 'Allocation (%)': 1.13}, {'Stock': 'AGG', 'Shares Owned': 292, 'Allocation (%)': 1.01}, {'Stock': 'BA', 'Shares Owned': 393, 'Allocation (%)': 1.1399999999999932}]",Arthur Elliott, focused on real estate and retired early.,Non-Affluent
Andre Fuller,1985-06-03,LI,Male,Divorced,Art therapist,Adams-Moreno,9,"30913 Diane Centers, North Anthony, UT 24155",+1-305-365-0130x66732,jonathon88@example.org,Savings,VIXS52229277383320,CHF,79625.96,3030.76,1036938.12,335008.12,130625.28,2,"['Checking Account', 'Savings Account', 'Investment Account']","Salary, Rental Income, Stock Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Moderate Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,Yes,Cleared,High,High,SG,Com. & Retail,"[{'Stock': 'SOL', 'Shares Owned': 395, 'Allocation (%)': 1.55}, {'Stock': 'Siemens', 'Shares Owned': 480, 'Allocation (%)': 5.07}, {'Stock': 'INTC', 'Shares Owned': 46, 'Allocation (%)': 55.42}, {'Stock': 'BA', 'Shares Owned': 42, 'Allocation (%)': 22.23}, {'Stock': 'META', 'Shares Owned': 275, 'Allocation (%)': 4.57}, {'Stock': 'ADA', 'Shares Owned': 482, 'Allocation (%)': 2.38}, {'Stock': 'LVMH', 'Shares Owned': 468, 'Allocation (%)': 2.46}, {'Stock': 'SLV', 'Shares Owned': 65, 'Allocation (%)': 1.09}, {'Stock': 'NEE', 'Shares Owned': 287, 'Allocation (%)': 1.26}, {'Stock': 'Roche', 'Shares Owned': 375, 'Allocation (%)': 3.9699999999999944}]",Arthur Elliott, built a fintech startup and became a mentor.,UHNWI
Nancy Smith,1987-09-11,LI,Female,Married,"Teacher, special educational needs",Fleming Ltd,8,"07124 Dean Heights Suite 485, South Maryville, AK 87788",4629535497,stokeslaurie@example.net,Savings,FRHE05258819197001,CHF,121294.32,5869.08,1114883.8,222477.64,65902.88,0,"['Checking Account', 'Savings Account']","Salary, Rental Income, Stock Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Income Generation,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Medium,Low,LU,Com. & Retail,"[{'Stock': 'SLV', 'Shares Owned': 410, 'Allocation (%)': 70.74}, {'Stock': 'INTC', 'Shares Owned': 240, 'Allocation (%)': 14.12}, {'Stock': 'EFA', 'Shares Owned': 395, 'Allocation (%)': 1.55}, {'Stock': 'AAPL', 'Shares Owned': 286, 'Allocation (%)': 7.15}, {'Stock': 'LVMH', 'Shares Owned': 14, 'Allocation (%)': 1.28}, {'Stock': 'NVDA', 'Shares Owned': 341, 'Allocation (%)': 1.1}, {'Stock': 'SPY', 'Shares Owned': 49, 'Allocation (%)': 1.02}, {'Stock': 'ADBE', 'Shares Owned': 354, 'Allocation (%)': 1.01}, {'Stock': 'XOM', 'Shares Owned': 404, 'Allocation (%)': 1.02}, {'Stock': 'MSFT', 'Shares Owned': 420, 'Allocation (%)': 1.0100000000000038}]",Mary Greene, ran a quant hedge fund but lost it all in a crash.,Non-Affluent
Erika Dougherty,1991-10-17,CH,Male,Married,Electronics engineer,Gonzalez-Boyle,13,"221 Caldwell Skyway Suite 189, Stevenport, WV 37133",207-315-8736,patricksmith@example.com,Savings and Investment,UDQN69626974363487,CHF,93401.4,2573.12,688322.52,324242.36,243380.16,1,"['Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Aggressive Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,High,High,LU,Com. & Retail,"[{'Stock': 'BASF', 'Shares Owned': 176, 'Allocation (%)': 63.38}, {'Stock': 'NFLX', 'Shares Owned': 182, 'Allocation (%)': 22.27}, {'Stock': 'QQQ', 'Shares Owned': 185, 'Allocation (%)': 6.19}, {'Stock': 'CVX', 'Shares Owned': 499, 'Allocation (%)': 1.26}, {'Stock': 'GLD', 'Shares Owned': 248, 'Allocation (%)': 1.47}, {'Stock': 'CAT', 'Shares Owned': 331, 'Allocation (%)': 1.41}, {'Stock': 'GOOGL', 'Shares Owned': 17, 'Allocation (%)': 1.01}, {'Stock': 'Novartis', 'Shares Owned': 51, 'Allocation (%)': 1.01}, {'Stock': 'ADA', 'Shares Owned': 272, 'Allocation (%)': 1.0}, {'Stock': 'ETH', 'Shares Owned': 441, 'Allocation (%)': 0.9999999999999971}]",Cynthia Baker, launched a coffee chain and became a mentor.,Affluent
Tracy Ellis,1989-08-23,DE,Male,Married,Tourist information centre manager,"Choi, Rhodes and Carter",4,"22221 Henderson Bypass, North Eric, MH 10656",(464)400-3068,wilsonmonica@example.org,Checking,PGLR24630341144343,CHF,74087.36,44.2,933474.76,130563.4,78602.56,0,['Savings Account'],"Salary, Real Estate, Capital Gains","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.","Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",Yes,Cleared,Low,High,SG,RM serviced PB,"[{'Stock': 'TSLA', 'Shares Owned': 236, 'Allocation (%)': 13.46}, {'Stock': 'AGG', 'Shares Owned': 231, 'Allocation (%)': 7.9}, {'Stock': 'QQQ', 'Shares Owned': 107, 'Allocation (%)': 38.15}, {'Stock': 'MSFT', 'Shares Owned': 384, 'Allocation (%)': 2.19}, {'Stock': 'GOOGL', 'Shares Owned': 288, 'Allocation (%)': 22.82}, {'Stock': 'SPY', 'Shares Owned': 147, 'Allocation (%)': 1.34}, {'Stock': 'ETH', 'Shares Owned': 338, 'Allocation (%)': 10.94}, {'Stock': 'Allianz', 'Shares Owned': 125, 'Allocation (%)': 1.09}, {'Stock': 'BTC', 'Shares Owned': 188, 'Allocation (%)': 1.09}, {'Stock': 'ADA', 'Shares Owned': 445, 'Allocation (%)': 1.0199999999999905}]",Mary Greene, ran a quant hedge fund and achieved financial independence.,UHNWI
Jonathan Little,1988-10-09,DE,Male,Widowed,Industrial/product designer,Stein-Burns,24,"00249 Laura Inlet, Warrenfort, IN 76807",208-640-9168x53510,alan54@example.com,Savings and Investment,YULW45746411652797,CHF,127723.72,4111.28,804004.8,280629.2,61775.96,0,['Savings Account'],"Inheritance, Savings, Salary","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,Yes,Cleared,High,Low,BVI,Com. & Retail,"[{'Stock': 'TIP', 'Shares Owned': 328, 'Allocation (%)': 17.09}, {'Stock': 'EEM', 'Shares Owned': 260, 'Allocation (%)': 19.72}, {'Stock': 'Novartis', 'Shares Owned': 14, 'Allocation (%)': 2.59}, {'Stock': 'SAP', 'Shares Owned': 344, 'Allocation (%)': 31.8}, {'Stock': 'Allianz', 'Shares Owned': 175, 'Allocation (%)': 15.18}, {'Stock': 'Roche', 'Shares Owned': 354, 'Allocation (%)': 3.72}, {'Stock': 'ARKK', 'Shares Owned': 314, 'Allocation (%)': 3.93}, {'Stock': 'Volkswagen', 'Shares Owned': 183, 'Allocation (%)': 2.42}, {'Stock': 'TSLA', 'Shares Owned': 149, 'Allocation (%)': 2.29}, {'Stock': 'BA', 'Shares Owned': 65, 'Allocation (%)': 1.2599999999999936}]",Cynthia Baker, invested early in tech stocks but lost it all in a crash.,UHNWI
Craig Clark,1989-01-29,DE,Male,Married,Tree surgeon,Stanley and Sons,27,"9471 Martinez Roads, Karlachester, ID 98395",339.500.2524,careychris@example.com,Savings and Investment,MQUF20657830864438,CHF,105668.6,5981.28,180991.52,183467.4,181118.68,0,['Savings Account'],"Business Income, Investments",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Aggressive Growth,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,Yes,Cleared,Low,Medium,CH,EAM,"[{'Stock': 'GLD', 'Shares Owned': 301, 'Allocation (%)': 77.39}, {'Stock': 'SOL', 'Shares Owned': 435, 'Allocation (%)': 2.68}, {'Stock': 'NVDA', 'Shares Owned': 116, 'Allocation (%)': 2.82}, {'Stock': 'VTI', 'Shares Owned': 454, 'Allocation (%)': 9.95}, {'Stock': 'ARKQ', 'Shares Owned': 303, 'Allocation (%)': 1.56}, {'Stock': 'Siemens', 'Shares Owned': 165, 'Allocation (%)': 1.22}, {'Stock': 'QQQ', 'Shares Owned': 275, 'Allocation (%)': 1.03}, {'Stock': 'Novartis', 'Shares Owned': 368, 'Allocation (%)': 1.05}, {'Stock': 'ARKG', 'Shares Owned': 17, 'Allocation (%)': 1.13}, {'Stock': 'MSFT', 'Shares Owned': 92, 'Allocation (%)': 1.17}]",Cynthia Baker, built a fintech startup but lost it all in a crash.,Non-Affluent
Amy Maldonado,1965-08-26,CH,Female,Divorced,Research scientist (medical),Bell LLC,8,"6286 Gomez Ridge, North Jeremymouth, NY 95335",620-675-0188x6297,wgonzalez@example.net,Savings,EMPR33206593187535,CHF,90008.88,189.72,188484.44,81552.4,244668.08,0,"['Checking Account', 'Savings Account', 'Investment Account']","Inheritance, Savings, Salary",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Aggressive Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,Yes,Cleared,Medium,Low,SG,Com. & Retail,"[{'Stock': 'SAP', 'Shares Owned': 366, 'Allocation (%)': 16.46}, {'Stock': 'TIP', 'Shares Owned': 149, 'Allocation (%)': 37.59}, {'Stock': 'SPY', 'Shares Owned': 142, 'Allocation (%)': 2.86}, {'Stock': 'MSFT', 'Shares Owned': 133, 'Allocation (%)': 18.29}, {'Stock': 'NFLX', 'Shares Owned': 373, 'Allocation (%)': 9.47}, {'Stock': 'ARKK', 'Shares Owned': 498, 'Allocation (%)': 3.2}, {'Stock': 'GOOGL', 'Shares Owned': 110, 'Allocation (%)': 4.39}, {'Stock': 'SOL', 'Shares Owned': 434, 'Allocation (%)': 2.48}, {'Stock': 'NVDA', 'Shares Owned': 288, 'Allocation (%)': 3.41}, {'Stock': 'NEE', 'Shares Owned': 273, 'Allocation (%)': 1.849999999999989}]",Arthur Elliott, ran a quant hedge fund but lost it all in a crash.,Affluent
Darlene Bryant,1985-05-15,LI,Male,Widowed,Toxicologist,"Hayes, Hill and Rivera",14,"3776 Joseph Lock Suite 606, Danaside, KS 59736",502.803.8268,harrisnicholas@example.org,Checking,TFKF74432402202635,CHF,125704.8,6095.52,584627.28,124083.0,115125.36,1,"['Savings Account', 'Investment Account']","Business Income, Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Capital Preservation,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Medium,Low,LU,Com. & Retail,"[{'Stock': 'TSLA', 'Shares Owned': 51, 'Allocation (%)': 40.02}, {'Stock': 'AMZN', 'Shares Owned': 498, 'Allocation (%)': 40.62}, {'Stock': 'XOM', 'Shares Owned': 414, 'Allocation (%)': 12.0}, {'Stock': 'MSFT', 'Shares Owned': 406, 'Allocation (%)': 1.05}, {'Stock': 'GE', 'Shares Owned': 314, 'Allocation (%)': 1.15}, {'Stock': 'ARKQ', 'Shares Owned': 34, 'Allocation (%)': 1.13}, {'Stock': 'BTC', 'Shares Owned': 101, 'Allocation (%)': 1.02}, {'Stock': 'SLV', 'Shares Owned': 348, 'Allocation (%)': 1.01}, {'Stock': 'ARKK', 'Shares Owned': 74, 'Allocation (%)': 1.0}, {'Stock': 'QQQ', 'Shares Owned': 231, 'Allocation (%)': 1.0}]",Cynthia Baker, launched a coffee chain and became a mentor.,Non-Affluent
Brenda Moore,1994-03-11,DE,Male,Single,Insurance account manager,Johnson Inc,25,"380 Elijah Estate, Port Elizabeth, NE 99668",922.771.4908x0620,petersonnicholas@example.com,Savings,UAMW52111696901558,CHF,87233.12,5161.2,486008.24,98935.24,180753.52,2,"['Checking Account', 'Savings Account', 'Investment Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.","Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",Yes,Cleared,Low,High,LI,EAM,"[{'Stock': 'AMZN', 'Shares Owned': 13, 'Allocation (%)': 39.11}, {'Stock': 'NVDA', 'Shares Owned': 61, 'Allocation (%)': 21.19}, {'Stock': 'ARKF', 'Shares Owned': 256, 'Allocation (%)': 21.75}, {'Stock': 'MSFT', 'Shares Owned': 165, 'Allocation (%)': 9.58}, {'Stock': 'ARKG', 'Shares Owned': 332, 'Allocation (%)': 3.05}, {'Stock': 'NEE', 'Shares Owned': 128, 'Allocation (%)': 1.28}, {'Stock': 'Roche', 'Shares Owned': 453, 'Allocation (%)': 1.01}, {'Stock': 'META', 'Shares Owned': 478, 'Allocation (%)': 1.02}, {'Stock': 'Allianz', 'Shares Owned': 491, 'Allocation (%)': 1.01}, {'Stock': 'ARKQ', 'Shares Owned': 380, 'Allocation (%)': 1.0000000000000029}]",Cynthia Baker, bet big on crypto and keeps growing steadily.,UHNWI
Robert Burke,1978-11-05,LI,Female,Single,Camera operator,Padilla Ltd,28,"789 Autumn Terrace, Hessview, TX 33067",521-861-0822,richardsmary@example.com,Savings and Investment,WZPM16442868702842,CHF,74749.68,6505.56,442261.12,43799.48,250705.12,2,"['Checking Account', 'Savings Account']","Inheritance, Savings, Salary",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Moderate Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.","Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",Yes,Cleared,Medium,Medium,LU,RM serviced PB,"[{'Stock': 'CVX', 'Shares Owned': 242, 'Allocation (%)': 62.78}, {'Stock': 'BA', 'Shares Owned': 447, 'Allocation (%)': 25.76}, {'Stock': 'Siemens', 'Shares Owned': 350, 'Allocation (%)': 2.76}, {'Stock': 'NEE', 'Shares Owned': 42, 'Allocation (%)': 2.64}, {'Stock': 'SAP', 'Shares Owned': 246, 'Allocation (%)': 1.01}, {'Stock': 'GLD', 'Shares Owned': 36, 'Allocation (%)': 1.02}, {'Stock': 'QQQ', 'Shares Owned': 384, 'Allocation (%)': 1.0}, {'Stock': 'ETH', 'Shares Owned': 328, 'Allocation (%)': 1.02}, {'Stock': 'BND', 'Shares Owned': 465, 'Allocation (%)': 1.01}, {'Stock': 'BTC', 'Shares Owned': 419, 'Allocation (%)': 0.9999999999999976}]",Arthur Elliott, focused on real estate and became a mentor.,Affluent
